,Dataset,FileName,AudioLength
35,MSP-Podcast,MSP-PODCAST_0003_0304.wav,2.6988125
36,MSP-Podcast,MSP-PODCAST_0003_0305.wav,5.4900625
37,MSP-Podcast,MSP-PODCAST_0003_0307.wav,4.2088125
38,MSP-Podcast,MSP-PODCAST_0003_0322.wav,5.2723125
39,MSP-Podcast,MSP-PODCAST_0003_0324.wav,6.5541875
40,MSP-Podcast,MSP-PODCAST_0003_0348.wav,8.8365625
41,MSP-Podcast,MSP-PODCAST_0003_0349.wav,9.3400625
42,MSP-Podcast,MSP-PODCAST_0003_0373.wav,7.263625
43,MSP-Podcast,MSP-PODCAST_0003_0374.wav,3.09975
44,MSP-Podcast,MSP-PODCAST_0003_0392.wav,4.5719375
45,MSP-Podcast,MSP-PODCAST_0003_0396.wav,7.68
46,MSP-Podcast,MSP-PODCAST_0003_0398.wav,8.2196875
47,MSP-Podcast,MSP-PODCAST_0003_0404.wav,8.003875
48,MSP-Podcast,MSP-PODCAST_0003_0407.wav,6.24575
49,MSP-Podcast,MSP-PODCAST_0003_0434.wav,8.435625
50,MSP-Podcast,MSP-PODCAST_0003_0435.wav,7.2173125
51,MSP-Podcast,MSP-PODCAST_0003_0439.wav,5.85
52,MSP-Podcast,MSP-PODCAST_0003_0444.wav,5.6615625
53,MSP-Podcast,MSP-PODCAST_0003_0448.wav,7.3715625
54,MSP-Podcast,MSP-PODCAST_0003_0470.wav,7.4079375
55,MSP-Podcast,MSP-PODCAST_0003_0482.wav,6.734125
56,MSP-Podcast,MSP-PODCAST_0003_0498.wav,5.089125
57,MSP-Podcast,MSP-PODCAST_0003_0502.wav,4.1951875
58,MSP-Podcast,MSP-PODCAST_0003_0540.wav,9.2684375
59,MSP-Podcast,MSP-PODCAST_0003_0541.wav,9.0833125
60,MSP-Podcast,MSP-PODCAST_0003_0543.wav,7.2944375
61,MSP-Podcast,MSP-PODCAST_0003_0544.wav,7.649125
62,MSP-Podcast,MSP-PODCAST_0003_0547.wav,5.196125
63,MSP-Podcast,MSP-PODCAST_0003_0548.wav,8.2
64,MSP-Podcast,MSP-PODCAST_0003_0552.wav,4.749875
65,MSP-Podcast,MSP-PODCAST_0003_0554.wav,7.7725
66,MSP-Podcast,MSP-PODCAST_0003_0555.wav,7.91125
67,MSP-Podcast,MSP-PODCAST_0003_0556.wav,8.759375
68,MSP-Podcast,MSP-PODCAST_0003_0575.wav,8.88825
69,MSP-Podcast,MSP-PODCAST_0003_0583.wav,4.08675
70,MSP-Podcast,MSP-PODCAST_0003_0584.wav,5.796
71,MSP-Podcast,MSP-PODCAST_0003_0588.wav,6.211625
72,MSP-Podcast,MSP-PODCAST_0003_0591.wav,9.1280625
73,MSP-Podcast,MSP-PODCAST_0003_0593.wav,10.96475
74,MSP-Podcast,MSP-PODCAST_0003_0594.wav,10.856875
75,MSP-Podcast,MSP-PODCAST_0003_0600.wav,9.7310625
76,MSP-Podcast,MSP-PODCAST_0003_0605.wav,4.3643125
77,MSP-Podcast,MSP-PODCAST_0003_0609.wav,7.61825
78,MSP-Podcast,MSP-PODCAST_0003_0613.wav,7.973
79,MSP-Podcast,MSP-PODCAST_0003_0618.wav,9.0833125
80,MSP-Podcast,MSP-PODCAST_0003_0630.wav,10.6871875
81,MSP-Podcast,MSP-PODCAST_0003_0631.wav,3.6086875
82,MSP-Podcast,MSP-PODCAST_0003_0635.wav,8.2249375
83,MSP-Podcast,MSP-PODCAST_0003_0693.wav,5.2411875
84,MSP-Podcast,MSP-PODCAST_0003_0694.wav,5.5518125
85,MSP-Podcast,MSP-PODCAST_0003_0704.wav,5.1188125
86,MSP-Podcast,MSP-PODCAST_0004_0001.wav,3.21
87,MSP-Podcast,MSP-PODCAST_0004_0029.wav,7.18
88,MSP-Podcast,MSP-PODCAST_0004_0036.wav,6.56
89,MSP-Podcast,MSP-PODCAST_0004_0065.wav,10.52
90,MSP-Podcast,MSP-PODCAST_0004_0073.wav,8.5599375
91,MSP-Podcast,MSP-PODCAST_0004_0076.wav,5.7899375
92,MSP-Podcast,MSP-PODCAST_0004_0091.wav,7.9299375
93,MSP-Podcast,MSP-PODCAST_0004_0104.wav,6.0299375
94,MSP-Podcast,MSP-PODCAST_0004_0114.wav,7.48
95,MSP-Podcast,MSP-PODCAST_0005_0005.wav,9.6899375
96,MSP-Podcast,MSP-PODCAST_0005_0042.wav,4.79
97,MSP-Podcast,MSP-PODCAST_0005_0044.wav,10.91
98,MSP-Podcast,MSP-PODCAST_0005_0055.wav,10.79
99,MSP-Podcast,MSP-PODCAST_0005_0058.wav,10.3
100,MSP-Podcast,MSP-PODCAST_0005_0065.wav,5.93
101,MSP-Podcast,MSP-PODCAST_0005_0066.wav,10.57
102,MSP-Podcast,MSP-PODCAST_0005_0083.wav,8.72
103,MSP-Podcast,MSP-PODCAST_0005_0101.wav,10.02
104,MSP-Podcast,MSP-PODCAST_0005_0110.wav,9.3
105,MSP-Podcast,MSP-PODCAST_0005_0131.wav,10.26
106,MSP-Podcast,MSP-PODCAST_0005_0154.wav,10.73
107,MSP-Podcast,MSP-PODCAST_0005_0182.wav,2.8
108,MSP-Podcast,MSP-PODCAST_0005_0183.wav,8.13
109,MSP-Podcast,MSP-PODCAST_0005_0185.wav,10.25
110,MSP-Podcast,MSP-PODCAST_0005_0187.wav,5.88
111,MSP-Podcast,MSP-PODCAST_0005_0231.wav,8.34
112,MSP-Podcast,MSP-PODCAST_0006_0070.wav,3.4300625
113,MSP-Podcast,MSP-PODCAST_0006_0110.wav,4.9600625
114,MSP-Podcast,MSP-PODCAST_0006_0237.wav,4.8600625
115,MSP-Podcast,MSP-PODCAST_0007_0004.wav,5.1600625
116,MSP-Podcast,MSP-PODCAST_0007_0017.wav,9.5700625
117,MSP-Podcast,MSP-PODCAST_0008_0067.wav,8.3300625
118,MSP-Podcast,MSP-PODCAST_0008_0094.wav,8.5400625
119,MSP-Podcast,MSP-PODCAST_0008_0103.wav,3.2800625
120,MSP-Podcast,MSP-PODCAST_0008_0115.wav,4.2100625
121,MSP-Podcast,MSP-PODCAST_0008_0128.wav,4.0700625
122,MSP-Podcast,MSP-PODCAST_0008_0196.wav,7.6800625
123,MSP-Podcast,MSP-PODCAST_0009_0223.wav,4.7300625
124,MSP-Podcast,MSP-PODCAST_0009_0237.wav,9.5600625
125,MSP-Podcast,MSP-PODCAST_0009_0256.wav,7.1100625
126,MSP-Podcast,MSP-PODCAST_0009_0334.wav,2.7600625
127,MSP-Podcast,MSP-PODCAST_0009_0380.wav,10.2500625
128,MSP-Podcast,MSP-PODCAST_0010_0001.wav,5.4600625
129,MSP-Podcast,MSP-PODCAST_0010_0018.wav,3.3800625
130,MSP-Podcast,MSP-PODCAST_0010_0052.wav,5.2700625
131,MSP-Podcast,MSP-PODCAST_0011_0006.wav,4.83
132,MSP-Podcast,MSP-PODCAST_0011_0009.wav,4.35
133,MSP-Podcast,MSP-PODCAST_0011_0030.wav,7.04
134,MSP-Podcast,MSP-PODCAST_0011_0055.wav,7.24
135,MSP-Podcast,MSP-PODCAST_0011_0060.wav,6.99
136,MSP-Podcast,MSP-PODCAST_0011_0084.wav,5.3999375
137,MSP-Podcast,MSP-PODCAST_0011_0119.wav,10.06
138,MSP-Podcast,MSP-PODCAST_0011_0132.wav,5.49
139,MSP-Podcast,MSP-PODCAST_0011_0156.wav,3.0899375
140,MSP-Podcast,MSP-PODCAST_0011_0161.wav,3.8499375
141,MSP-Podcast,MSP-PODCAST_0011_0191.wav,9.9
142,MSP-Podcast,MSP-PODCAST_0011_0200.wav,8.93
143,MSP-Podcast,MSP-PODCAST_0011_0207.wav,9.31
144,MSP-Podcast,MSP-PODCAST_0011_0230.wav,9.3
145,MSP-Podcast,MSP-PODCAST_0011_0274.wav,9.75
146,MSP-Podcast,MSP-PODCAST_0011_0370.wav,6.17
147,MSP-Podcast,MSP-PODCAST_0011_0378.wav,10.33
148,MSP-Podcast,MSP-PODCAST_0011_0384.wav,8.0
149,MSP-Podcast,MSP-PODCAST_0011_0396.wav,6.05
150,MSP-Podcast,MSP-PODCAST_0011_0429.wav,6.43
151,MSP-Podcast,MSP-PODCAST_0011_0475.wav,7.54
152,MSP-Podcast,MSP-PODCAST_0011_0507.wav,4.38
153,MSP-Podcast,MSP-PODCAST_0012_0067.wav,3.6380625
154,MSP-Podcast,MSP-PODCAST_0012_0069.wav,9.1730625
155,MSP-Podcast,MSP-PODCAST_0012_0073.wav,6.808375
156,MSP-Podcast,MSP-PODCAST_0012_0082.wav,10.914125
157,MSP-Podcast,MSP-PODCAST_0012_0101.wav,6.5224375
158,MSP-Podcast,MSP-PODCAST_0012_0105.wav,8.3415
159,MSP-Podcast,MSP-PODCAST_0012_0159.wav,10.3684375
160,MSP-Podcast,MSP-PODCAST_0012_0163.wav,7.2760625
161,MSP-Podcast,MSP-PODCAST_0012_0254.wav,5.4570625
162,MSP-Podcast,MSP-PODCAST_0013_0056.wav,3.3700625
163,MSP-Podcast,MSP-PODCAST_0013_0216.wav,5.3600625
164,MSP-Podcast,MSP-PODCAST_0013_0234.wav,3.4000625
165,MSP-Podcast,MSP-PODCAST_0013_0280.wav,6.1500625
166,MSP-Podcast,MSP-PODCAST_0013_0399.wav,3.0000625
167,MSP-Podcast,MSP-PODCAST_0013_0432.wav,5.9300625
168,MSP-Podcast,MSP-PODCAST_0013_0481.wav,5.6400625
169,MSP-Podcast,MSP-PODCAST_0013_0500.wav,5.5600625
170,MSP-Podcast,MSP-PODCAST_0013_0504.wav,10.5700625
171,MSP-Podcast,MSP-PODCAST_0013_0563.wav,9.6400625
172,MSP-Podcast,MSP-PODCAST_0013_0575.wav,3.9100625
173,MSP-Podcast,MSP-PODCAST_0014_0004.wav,3.5633125
174,MSP-Podcast,MSP-PODCAST_0014_0038.wav,7.771125
175,MSP-Podcast,MSP-PODCAST_0014_0094.wav,4.7668125
176,MSP-Podcast,MSP-PODCAST_0014_0110.wav,10.850625
177,MSP-Podcast,MSP-PODCAST_0014_0117.wav,7.65975
178,MSP-Podcast,MSP-PODCAST_0014_0126.wav,9.3140625
179,MSP-Podcast,MSP-PODCAST_0014_0129.wav,6.28775
180,MSP-Podcast,MSP-PODCAST_0014_0162.wav,7.8714375
181,MSP-Podcast,MSP-PODCAST_0014_0239.wav,5.448875
182,MSP-Podcast,MSP-PODCAST_0014_0245.wav,7.7381875
183,MSP-Podcast,MSP-PODCAST_0014_0251.wav,8.334
184,MSP-Podcast,MSP-PODCAST_0014_0252.wav,8.7730625
185,MSP-Podcast,MSP-PODCAST_0014_0284.wav,8.6868125
186,MSP-Podcast,MSP-PODCAST_0014_0304.wav,8.6554375
187,MSP-Podcast,MSP-PODCAST_0014_0346.wav,5.6135
188,MSP-Podcast,MSP-PODCAST_0014_0359.wav,9.000375
189,MSP-Podcast,MSP-PODCAST_0014_0361.wav,8.63975
190,MSP-Podcast,MSP-PODCAST_0014_0362.wav,8.106625
191,MSP-Podcast,MSP-PODCAST_0014_0380.wav,8.7181875
192,MSP-Podcast,MSP-PODCAST_0014_0381.wav,9.5805625
193,MSP-Podcast,MSP-PODCAST_0014_0385.wav,4.0768125
194,MSP-Podcast,MSP-PODCAST_0014_0391.wav,8.1850625
195,MSP-Podcast,MSP-PODCAST_0014_0408.wav,8.98475
196,MSP-Podcast,MSP-PODCAST_0014_0411.wav,7.80875
197,MSP-Podcast,MSP-PODCAST_0014_0413.wav,8.0439375
198,MSP-Podcast,MSP-PODCAST_0014_0420.wav,7.9185
199,MSP-Podcast,MSP-PODCAST_0014_0425.wav,9.2199375
200,MSP-Podcast,MSP-PODCAST_0014_0428.wav,8.4829375
201,MSP-Podcast,MSP-PODCAST_0014_0429.wav,8.0125625
202,MSP-Podcast,MSP-PODCAST_0014_0434.wav,8.29475
203,MSP-Podcast,MSP-PODCAST_0014_0438.wav,8.780875
204,MSP-Podcast,MSP-PODCAST_0014_0457.wav,9.1729375
205,MSP-Podcast,MSP-PODCAST_0014_0491.wav,7.8479375
206,MSP-Podcast,MSP-PODCAST_0014_0505.wav,8.1771875
207,MSP-Podcast,MSP-PODCAST_0014_0526.wav,5.9898125
208,MSP-Podcast,MSP-PODCAST_0014_0550.wav,9.1258125
209,MSP-Podcast,MSP-PODCAST_0014_0586.wav,6.711125
210,MSP-Podcast,MSP-PODCAST_0014_0597.wav,8.953375
211,MSP-Podcast,MSP-PODCAST_0014_0620.wav,7.7695
212,MSP-Podcast,MSP-PODCAST_0014_0629.wav,9.0945
213,MSP-Podcast,MSP-PODCAST_0014_0642.wav,5.190125
214,MSP-Podcast,MSP-PODCAST_0014_0650.wav,7.6205625
215,MSP-Podcast,MSP-PODCAST_0014_0654.wav,7.2285625
216,MSP-Podcast,MSP-PODCAST_0015_0293.wav,5.69
217,MSP-Podcast,MSP-PODCAST_0015_0304.wav,5.26
218,MSP-Podcast,MSP-PODCAST_0015_0397.wav,2.83
219,MSP-Podcast,MSP-PODCAST_0016_0003.wav,9.8300625
220,MSP-Podcast,MSP-PODCAST_0016_0098.wav,5.9500625
221,MSP-Podcast,MSP-PODCAST_0016_0103.wav,3.5100625
222,MSP-Podcast,MSP-PODCAST_0016_0169.wav,7.1800625
223,MSP-Podcast,MSP-PODCAST_0016_0292.wav,3.9500625
224,MSP-Podcast,MSP-PODCAST_0016_0297.wav,5.4900625
225,MSP-Podcast,MSP-PODCAST_0016_0307.wav,6.9700625
226,MSP-Podcast,MSP-PODCAST_0016_0352.wav,5.6700625
227,MSP-Podcast,MSP-PODCAST_0016_0367.wav,9.2200625
228,MSP-Podcast,MSP-PODCAST_0016_0398.wav,3.7800625
229,MSP-Podcast,MSP-PODCAST_0016_0402.wav,5.5700625
230,MSP-Podcast,MSP-PODCAST_0016_0489.wav,5.0000625
231,MSP-Podcast,MSP-PODCAST_0016_0497.wav,10.8000625
232,MSP-Podcast,MSP-PODCAST_0018_0117.wav,3.2500625
233,MSP-Podcast,MSP-PODCAST_0018_0127.wav,4.6800625
234,MSP-Podcast,MSP-PODCAST_0018_0142.wav,3.6600625
235,MSP-Podcast,MSP-PODCAST_0018_0204.wav,2.8100625
236,MSP-Podcast,MSP-PODCAST_0019_0039.wav,3.9004375
237,MSP-Podcast,MSP-PODCAST_0019_0045.wav,3.53
238,MSP-Podcast,MSP-PODCAST_0019_0071.wav,9.3
239,MSP-Podcast,MSP-PODCAST_0019_0087.wav,8.181625
240,MSP-Podcast,MSP-PODCAST_0019_0217.wav,4.76075
241,MSP-Podcast,MSP-PODCAST_0019_0231.wav,7.482375
242,MSP-Podcast,MSP-PODCAST_0019_0269.wav,3.2291875
243,MSP-Podcast,MSP-PODCAST_0019_0318.wav,7.4930625
244,MSP-Podcast,MSP-PODCAST_0019_0326.wav,6.2865625
245,MSP-Podcast,MSP-PODCAST_0019_0328.wav,7.2294375
246,MSP-Podcast,MSP-PODCAST_0019_0338.wav,10.63
247,MSP-Podcast,MSP-PODCAST_0020_0266.wav,2.8700625
248,MSP-Podcast,MSP-PODCAST_0020_0360.wav,8.6000625
249,MSP-Podcast,MSP-PODCAST_0020_0438.wav,3.6100625
250,MSP-Podcast,MSP-PODCAST_0020_0460.wav,8.8000625
251,MSP-Podcast,MSP-PODCAST_0021_0003.wav,6.1300625
252,MSP-Podcast,MSP-PODCAST_0021_0004.wav,5.2300625
253,MSP-Podcast,MSP-PODCAST_0021_0006.wav,4.7600625
254,MSP-Podcast,MSP-PODCAST_0021_0009.wav,4.6000625
255,MSP-Podcast,MSP-PODCAST_0021_0010.wav,5.2600625
256,MSP-Podcast,MSP-PODCAST_0021_0013.wav,4.0300625
257,MSP-Podcast,MSP-PODCAST_0021_0015.wav,5.4700625
258,MSP-Podcast,MSP-PODCAST_0021_0040.wav,3.9800625
259,MSP-Podcast,MSP-PODCAST_0021_0048.wav,5.8000625
260,MSP-Podcast,MSP-PODCAST_0021_0051.wav,4.0400625
261,MSP-Podcast,MSP-PODCAST_0021_0054.wav,5.9540625
262,MSP-Podcast,MSP-PODCAST_0022_0053.wav,9.2000625
263,MSP-Podcast,MSP-PODCAST_0023_0001.wav,9.5201875
264,MSP-Podcast,MSP-PODCAST_0023_0004.wav,9.7988125
265,MSP-Podcast,MSP-PODCAST_0023_0005.wav,10.3096875
266,MSP-Podcast,MSP-PODCAST_0023_0006.wav,8.9164375
267,MSP-Podcast,MSP-PODCAST_0023_0012.wav,8.823625
268,MSP-Podcast,MSP-PODCAST_0023_0013.wav,10.21675
269,MSP-Podcast,MSP-PODCAST_0023_0018.wav,8.777125
270,MSP-Podcast,MSP-PODCAST_0023_0021.wav,10.0
271,MSP-Podcast,MSP-PODCAST_0023_0044.wav,9.984625
272,MSP-Podcast,MSP-PODCAST_0023_0048.wav,8.962875
273,MSP-Podcast,MSP-PODCAST_0023_0053.wav,9.9845625
274,MSP-Podcast,MSP-PODCAST_0023_0062.wav,10.3096875
275,MSP-Podcast,MSP-PODCAST_0023_0064.wav,5.20125
276,MSP-Podcast,MSP-PODCAST_0023_0072.wav,7.848375
277,MSP-Podcast,MSP-PODCAST_0023_0073.wav,10.309625
278,MSP-Podcast,MSP-PODCAST_0023_0078.wav,8.9164375
279,MSP-Podcast,MSP-PODCAST_0023_0084.wav,7.8948125
280,MSP-Podcast,MSP-PODCAST_0023_0092.wav,8.962875
281,MSP-Podcast,MSP-PODCAST_0023_0094.wav,4.133125
282,MSP-Podcast,MSP-PODCAST_0023_0096.wav,7.848375
283,MSP-Podcast,MSP-PODCAST_0023_0102.wav,7.430375
284,MSP-Podcast,MSP-PODCAST_0023_0120.wav,7.662625
285,MSP-Podcast,MSP-PODCAST_0023_0127.wav,10.5883125
286,MSP-Podcast,MSP-PODCAST_0023_0134.wav,9.0
287,MSP-Podcast,MSP-PODCAST_0023_0136.wav,9.2415625
288,MSP-Podcast,MSP-PODCAST_0023_0137.wav,8.1269375
289,MSP-Podcast,MSP-PODCAST_0023_0139.wav,7.1981875
290,MSP-Podcast,MSP-PODCAST_0023_0144.wav,8.8235625
291,MSP-Podcast,MSP-PODCAST_0023_0146.wav,9.566625
292,MSP-Podcast,MSP-PODCAST_0023_0148.wav,5.712125
293,MSP-Podcast,MSP-PODCAST_0023_0154.wav,10.8669375
294,MSP-Podcast,MSP-PODCAST_0023_0170.wav,3.8080625
295,MSP-Podcast,MSP-PODCAST_0023_0171.wav,6.664125
296,MSP-Podcast,MSP-PODCAST_0023_0172.wav,6.083625
297,MSP-Podcast,MSP-PODCAST_0023_0179.wav,5.3405625
298,MSP-Podcast,MSP-PODCAST_0023_0184.wav,4.1795625
299,MSP-Podcast,MSP-PODCAST_0023_0200.wav,5.6570625
300,MSP-Podcast,MSP-PODCAST_0023_0202.wav,3.13275
301,MSP-Podcast,MSP-PODCAST_0023_0205.wav,8.8545625
302,MSP-Podcast,MSP-PODCAST_0023_0206.wav,4.4401875
303,MSP-Podcast,MSP-PODCAST_0023_0216.wav,4.19425
304,MSP-Podcast,MSP-PODCAST_0023_0217.wav,10.4079375
305,MSP-Podcast,MSP-PODCAST_0023_0218.wav,6.3525
306,MSP-Podcast,MSP-PODCAST_0023_0219.wav,6.3525
307,MSP-Podcast,MSP-PODCAST_0023_0220.wav,5.695875
308,MSP-Podcast,MSP-PODCAST_0023_0221.wav,10.7445625
309,MSP-Podcast,MSP-PODCAST_0023_0222.wav,4.1263125
310,MSP-Podcast,MSP-PODCAST_0023_0229.wav,6.2655
311,MSP-Podcast,MSP-PODCAST_0023_0231.wav,8.8804375
312,MSP-Podcast,MSP-PODCAST_0023_0243.wav,5.928875
313,MSP-Podcast,MSP-PODCAST_0023_0246.wav,7.2751875
314,MSP-Podcast,MSP-PODCAST_0023_0247.wav,3.69525
315,MSP-Podcast,MSP-PODCAST_0023_0248.wav,7.7225
316,MSP-Podcast,MSP-PODCAST_0023_0273.wav,9.2946875
317,MSP-Podcast,MSP-PODCAST_0023_0278.wav,7.3529375
318,MSP-Podcast,MSP-PODCAST_0023_0279.wav,7.301125
319,MSP-Podcast,MSP-PODCAST_0023_0281.wav,8.4920625
320,MSP-Podcast,MSP-PODCAST_0023_0285.wav,9.16775
321,MSP-Podcast,MSP-PODCAST_0023_0300.wav,9.6830625
322,MSP-Podcast,MSP-PODCAST_0023_0302.wav,9.21175
323,MSP-Podcast,MSP-PODCAST_0023_0303.wav,8.6991875
324,MSP-Podcast,MSP-PODCAST_0023_0307.wav,8.9054375
325,MSP-Podcast,MSP-PODCAST_0023_0308.wav,8.493
326,MSP-Podcast,MSP-PODCAST_0023_0318.wav,4.3576875
327,MSP-Podcast,MSP-PODCAST_0023_0319.wav,8.6393125
328,MSP-Podcast,MSP-PODCAST_0023_0319_0001.wav,8.6544375
329,MSP-Podcast,MSP-PODCAST_0023_0319_0002.wav,4.3155
330,MSP-Podcast,MSP-PODCAST_0023_0320.wav,7.97425
331,MSP-Podcast,MSP-PODCAST_0023_0321.wav,6.8575
332,MSP-Podcast,MSP-PODCAST_0023_0322.wav,7.3305
333,MSP-Podcast,MSP-PODCAST_0023_0323.wav,7.2493125
334,MSP-Podcast,MSP-PODCAST_0023_0324.wav,6.628
335,MSP-Podcast,MSP-PODCAST_0023_0325.wav,8.80275
336,MSP-Podcast,MSP-PODCAST_0023_0326.wav,7.094
337,MSP-Podcast,MSP-PODCAST_0023_0327.wav,7.933625
338,MSP-Podcast,MSP-PODCAST_0023_0328.wav,6.31725
339,MSP-Podcast,MSP-PODCAST_0023_0329.wav,5.7995
340,MSP-Podcast,MSP-PODCAST_0023_0330.wav,6.8350625
341,MSP-Podcast,MSP-PODCAST_0023_0331.wav,6.67975
342,MSP-Podcast,MSP-PODCAST_0023_0332.wav,7.4564375
343,MSP-Podcast,MSP-PODCAST_0023_0333.wav,6.1101875
344,MSP-Podcast,MSP-PODCAST_0023_0334.wav,8.6474375
345,MSP-Podcast,MSP-PODCAST_0023_0335.wav,6.1619375
346,MSP-Podcast,MSP-PODCAST_0023_0336.wav,7.0421875
347,MSP-Podcast,MSP-PODCAST_0023_0337.wav,6.7833125
348,MSP-Podcast,MSP-PODCAST_0023_0338.wav,8.3938125
349,MSP-Podcast,MSP-PODCAST_0023_0339.wav,7.50825
350,MSP-Podcast,MSP-PODCAST_0023_0339_0001.wav,4.879375
351,MSP-Podcast,MSP-PODCAST_0023_0340.wav,8.6474375
352,MSP-Podcast,MSP-PODCAST_0023_0341.wav,9.1134375
353,MSP-Podcast,MSP-PODCAST_0023_0342.wav,9.372375
354,MSP-Podcast,MSP-PODCAST_0023_0342_0001.wav,5.4224375
355,MSP-Podcast,MSP-PODCAST_0023_0342_0002.wav,9.8675
356,MSP-Podcast,MSP-PODCAST_0023_0343.wav,7.301125
357,MSP-Podcast,MSP-PODCAST_0023_0344.wav,7.4564375
358,MSP-Podcast,MSP-PODCAST_0023_0345.wav,7.715375
359,MSP-Podcast,MSP-PODCAST_0023_0345_0002.wav,8.269625
360,MSP-Podcast,MSP-PODCAST_0023_0346.wav,7.6635625
361,MSP-Podcast,MSP-PODCAST_0023_0347.wav,7.9225
362,MSP-Podcast,MSP-PODCAST_0023_0348.wav,6.628
363,MSP-Podcast,MSP-PODCAST_0023_0349.wav,7.4046875
364,MSP-Podcast,MSP-PODCAST_0023_0350.wav,5.437
365,MSP-Podcast,MSP-PODCAST_0023_0351.wav,5.206375
366,MSP-Podcast,MSP-PODCAST_0023_0352.wav,6.174
367,MSP-Podcast,MSP-PODCAST_0023_0353.wav,9.5285
368,MSP-Podcast,MSP-PODCAST_0023_0354.wav,10.3793125
369,MSP-Podcast,MSP-PODCAST_0023_0355.wav,4.226
370,MSP-Podcast,MSP-PODCAST_0023_0356.wav,5.2941875
371,MSP-Podcast,MSP-PODCAST_0023_0357.wav,5.0386875
372,MSP-Podcast,MSP-PODCAST_0023_0358.wav,5.03875
373,MSP-Podcast,MSP-PODCAST_0023_0359.wav,6.664125
374,MSP-Podcast,MSP-PODCAST_0023_0360.wav,5.805
375,MSP-Podcast,MSP-PODCAST_0023_0361.wav,8.4520625
376,MSP-Podcast,MSP-PODCAST_0023_0362.wav,7.650125
377,MSP-Podcast,MSP-PODCAST_0023_0363.wav,10.6008125
378,MSP-Podcast,MSP-PODCAST_0023_0364.wav,6.223
379,MSP-Podcast,MSP-PODCAST_0023_0365.wav,10.2631875
380,MSP-Podcast,MSP-PODCAST_0023_0366.wav,10.180375
381,MSP-Podcast,MSP-PODCAST_0023_0367.wav,5.6091875
382,MSP-Podcast,MSP-PODCAST_0023_0368.wav,6.36225
383,MSP-Podcast,MSP-PODCAST_0023_0369.wav,6.4551875
384,MSP-Podcast,MSP-PODCAST_0023_0370.wav,7.987625
385,MSP-Podcast,MSP-PODCAST_0023_0371.wav,4.644
386,MSP-Podcast,MSP-PODCAST_0023_0372.wav,5.9443125
387,MSP-Podcast,MSP-PODCAST_0023_0373.wav,4.82975
388,MSP-Podcast,MSP-PODCAST_0023_0374.wav,6.40875
389,MSP-Podcast,MSP-PODCAST_0023_0375.wav,6.6873125
390,MSP-Podcast,MSP-PODCAST_0023_0376.wav,7.8948125
391,MSP-Podcast,MSP-PODCAST_0023_0377.wav,9.9845625
392,MSP-Podcast,MSP-PODCAST_0023_0378.wav,9.47375
393,MSP-Podcast,MSP-PODCAST_0023_0379.wav,9.938125
